100
98	42	89	96	92	87	85	48	67	72	2	86	24	37	25	31	86	97	72	39	33	2	95	3	84	56	75	15	14	61	19	34	89	29	65	79	85	66	91	33	55	56	61	70	3	40	55	74	80	60	67	65	38	30	79	15	69	34	27	34	56	36	44	51	34	38	76	19	99	72	60	92	1	7	12	76	78	13	68	17	54	7	51	72	19	86	81	4	12	61	91	79	48	7	91	81	28	97	38	30
19	17	36	70	66	38	76	32	35	49	72	66	35	16	69	76	90	59	98	77	78	82	53	46	21	92	21	33	66	58	61	27	50	2	8	25	95	57	39	43	19	79	22	3	22	69	100	82	87	78	58	50	94	79	34	41	63	46	30	45	66	64	57	69	89	49	23	31	66	31	90	7	21	96	96	30	92	99	80	15	87	76	90	18	26	75	68	25	5	98	22	72	19	39	4	72	42	65	68	12
9	38	32	95	91	14	4	90	40	72	63	68	44	16	75	65	5	84	49	55	52	68	40	58	51	58	21	30	61	58	17	43	80	21	16	79	24	77	19	71	15	10	94	99	64	4	32	32	39	67	43	26	8	26	48	49	92	97	66	13	82	42	33	28	48	15	4	95	5	61	96	1	73	88	33	98	44	37	92	64	16	17	13	66	14	29	83	70	78	39	61	51	76	77	7	40	99	79	94	46
78	3	34	55	62	40	6	18	32	93	75	51	17	37	49	94	10	52	47	21	41	12	99	86	48	78	13	12	52	29	86	41	95	74	50	53	100	26	46	52	41	98	30	94	37	9	70	88	4	61	94	12	24	89	41	39	58	9	4	18	27	68	53	9	38	2	80	28	82	60	30	65	22	11	80	79	75	74	5	26	21	75	32	68	93	38	11	53	38	83	70	97	2	73	42	17	33	12	2	21
85	75	84	24	99	78	17	4	21	100	49	25	47	83	57	32	89	50	22	61	72	22	65	94	15	51	16	22	37	7	32	16	47	97	13	29	29	95	42	4	17	2	75	9	10	11	28	74	45	52	45	12	73	51	2	69	84	16	73	32	92	74	27	6	90	24	47	44	46	100	55	52	93	73	39	92	3	35	83	81	83	98	84	53	43	36	86	48	64	7	82	7	83	60	30	34	59	3	52	12
97	46	23	22	43	48	98	28	49	59	6	64	55	32	29	85	17	54	62	52	12	63	77	24	14	46	53	60	29	57	47	73	63	69	30	14	60	32	80	37	77	97	93	44	59	54	80	6	29	4	38	81	77	43	15	65	33	68	98	61	19	87	2	15	60	70	27	45	28	34	98	80	44	93	80	55	59	18	33	92	87	79	99	36	31	75	6	65	5	5	9	81	56	97	58	6	31	65	6	32
52	11	15	67	17	60	96	57	3	41	36	78	54	98	50	33	48	71	17	100	58	90	84	82	86	96	1	53	95	42	67	31	42	96	3	28	53	50	97	56	21	62	17	4	64	49	100	7	43	74	37	42	83	34	31	17	38	32	77	57	84	33	95	14	29	89	45	88	11	71	20	94	6	33	47	74	35	40	62	48	74	62	54	46	56	77	54	68	83	71	82	70	27	16	11	12	76	8	64	85
34	1	76	32	75	57	49	63	76	43	27	14	45	78	24	89	29	14	17	56	42	50	24	78	24	18	75	88	44	61	41	73	25	98	2	68	14	47	81	3	64	37	1	39	52	35	57	94	38	46	81	2	11	12	2	76	36	82	8	69	64	26	64	25	70	92	53	69	64	94	90	30	91	14	74	8	74	45	30	35	65	86	61	77	63	92	76	65	21	70	60	89	4	41	66	36	73	10	21	68
49	70	99	42	15	1	36	98	47	100	44	24	1	8	74	16	75	59	29	21	82	14	30	10	86	79	29	6	42	69	63	45	69	55	31	95	59	12	91	23	87	54	69	82	100	1	13	58	10	9	55	3	38	72	78	2	20	62	32	81	55	70	21	93	60	22	24	10	71	47	31	92	66	80	99	8	48	80	52	42	26	23	59	58	45	69	8	25	85	89	7	100	3	59	44	79	27	52	66	45
25	13	74	37	93	99	99	71	48	59	70	57	55	69	28	45	77	9	62	34	40	16	94	44	81	86	13	47	35	59	26	26	91	79	14	81	73	99	20	33	51	23	39	81	94	63	11	60	79	11	35	86	85	56	64	71	96	65	85	33	72	41	37	68	50	23	93	97	33	50	64	85	37	80	98	57	6	37	12	14	26	14	96	51	47	93	88	20	30	4	12	1	59	27	30	26	44	71	2	88
17	20	46	63	33	65	40	30	59	90	58	9	33	41	3	97	48	73	67	14	86	52	50	78	38	78	85	97	93	75	23	31	69	3	50	10	97	4	35	82	48	45	91	28	58	69	9	84	42	6	52	9	66	52	74	8	96	95	31	57	58	70	38	85	62	28	88	77	62	83	40	45	68	23	41	91	47	48	40	71	2	39	77	80	49	84	100	98	4	3	59	93	87	15	92	62	42	59	40	24
49	90	42	68	96	66	89	61	38	19	33	81	44	6	95	2	46	45	12	12	34	54	74	71	66	61	47	12	23	44	78	7	12	98	79	9	68	23	88	87	33	62	3	61	76	37	9	20	78	78	90	82	72	77	40	41	81	56	90	37	74	94	41	87	38	51	35	78	54	25	85	14	52	68	92	94	5	75	97	99	55	71	97	56	13	74	73	52	17	46	53	46	11	68	46	4	8	8	43	15
14	43	2	73	13	35	86	11	75	58	15	42	46	87	80	72	26	33	30	77	18	61	35	84	6	33	75	20	44	77	82	1	1	3	81	38	90	27	37	87	45	83	44	3	71	39	53	54	35	30	47	59	56	98	86	3	12	83	96	59	29	4	74	73	6	71	84	54	14	54	27	14	57	99	36	76	69	34	62	77	93	30	78	92	37	68	97	22	57	76	81	44	43	17	35	37	13	63	35	81
43	4	36	79	96	19	73	83	6	78	22	67	33	7	49	63	91	39	9	18	29	17	86	69	18	80	18	61	83	93	61	86	67	18	19	92	69	10	1	5	23	5	62	76	60	7	99	98	10	72	100	54	25	85	48	2	22	8	81	97	92	67	72	27	56	80	86	98	58	94	5	52	34	48	75	37	84	25	61	64	51	8	57	14	18	90	19	8	80	11	74	12	90	56	13	65	14	75	53	32
14	82	86	32	67	83	67	92	63	49	77	32	27	73	29	26	83	69	26	28	61	100	8	24	11	59	73	82	24	84	63	68	100	74	54	36	43	26	84	30	58	77	33	28	90	18	99	60	80	11	98	41	35	29	13	91	42	76	29	63	3	40	9	83	21	5	89	100	13	85	62	78	75	100	44	39	48	44	50	46	63	86	33	13	47	49	92	25	22	28	17	39	63	23	38	13	21	37	54	26
60	33	77	33	1	57	27	28	91	36	80	78	98	83	68	60	41	80	35	87	73	8	53	74	9	69	56	68	46	52	25	61	89	64	6	62	95	68	10	15	34	8	59	44	17	93	34	77	72	11	25	24	1	73	70	50	51	47	68	97	23	5	76	68	45	89	69	17	97	34	39	13	69	100	96	89	46	5	50	53	92	93	7	35	54	52	28	49	58	67	95	35	80	21	64	74	28	12	50	4
52	51	40	12	21	31	84	27	62	1	85	73	29	66	88	100	16	57	4	68	42	72	46	11	86	74	47	27	13	53	76	41	30	71	36	8	15	20	91	83	25	72	55	67	89	72	6	100	24	29	56	76	5	39	34	89	41	90	12	19	83	85	55	3	82	91	56	16	44	71	32	9	61	40	57	77	100	97	93	89	36	80	27	91	35	6	89	22	6	56	34	49	27	15	96	99	76	63	53	13
76	18	37	82	81	19	90	50	94	47	97	39	44	30	1	90	38	17	6	87	29	56	86	96	80	44	54	44	2	67	20	90	31	32	34	64	55	4	98	48	14	25	30	74	87	68	29	95	89	83	20	68	70	71	82	7	55	95	3	37	59	56	100	5	20	71	55	75	84	47	25	94	97	2	55	2	26	17	47	36	37	88	93	44	47	5	60	4	39	25	70	34	69	14	94	87	46	87	74	8
54	21	95	20	88	7	26	59	12	6	64	81	87	79	65	78	59	49	59	31	53	56	91	39	52	34	91	54	76	1	92	91	28	81	62	8	60	55	19	38	45	72	39	53	32	8	19	39	69	52	95	15	30	60	24	33	41	25	55	63	13	47	57	35	78	6	91	9	59	6	54	12	81	22	49	75	73	90	38	35	24	23	65	77	81	38	42	84	71	31	50	55	47	21	36	3	13	82	38	97
30	11	21	8	98	86	58	68	30	94	54	61	70	47	52	26	96	69	85	4	58	52	56	92	10	20	46	92	73	33	11	97	78	41	43	34	23	49	6	53	60	84	14	69	35	23	15	98	82	58	95	40	62	43	38	8	94	51	90	54	75	2	72	96	31	65	77	87	88	91	6	20	12	85	64	17	26	53	61	7	36	8	9	83	39	65	94	62	23	100	61	85	72	73	48	55	12	92	11	33
88	93	52	72	82	57	58	83	16	24	10	27	6	38	32	81	20	37	33	81	93	63	30	71	64	91	29	59	47	21	50	59	100	96	77	97	83	11	28	61	71	86	61	6	82	46	11	61	76	16	48	35	9	79	44	77	49	18	3	39	96	47	68	85	69	19	55	4	43	27	3	8	99	99	49	100	59	70	51	60	59	87	81	85	1	36	82	30	38	21	70	42	56	59	31	66	58	2	56	24
85	55	29	41	100	23	87	93	30	18	77	8	11	48	48	85	54	48	57	46	34	20	35	65	56	64	24	60	3	75	56	86	51	40	8	98	76	64	40	72	30	89	41	9	12	53	96	2	1	70	88	42	94	28	90	53	23	63	91	25	35	29	16	67	49	47	19	73	90	91	3	54	25	73	47	73	69	68	5	63	67	22	82	49	34	29	3	85	64	80	18	12	80	49	61	96	15	66	6	20
11	94	23	21	26	41	11	74	4	85	19	75	97	46	20	52	2	24	92	40	40	1	3	86	74	93	6	84	55	37	41	5	10	97	75	75	79	30	31	56	30	77	15	14	59	60	79	5	36	32	88	23	83	6	49	71	35	47	11	13	44	99	12	13	68	44	4	56	9	24	70	32	66	27	30	32	74	46	53	60	70	86	3	80	50	12	82	52	43	3	34	8	27	69	81	43	41	81	8	83
13	89	28	12	22	54	85	1	96	34	63	36	54	45	48	98	73	50	21	76	56	97	76	31	65	15	97	26	27	57	79	98	91	9	60	35	63	18	96	60	44	2	41	29	26	35	8	95	82	10	27	93	47	77	65	98	39	61	76	61	64	64	89	38	82	48	92	82	1	99	41	15	85	95	51	41	20	14	7	50	78	12	32	85	86	43	64	94	51	53	38	74	95	44	2	13	35	10	71	6
37	100	15	29	21	76	14	98	61	44	43	97	62	47	99	71	48	24	96	30	13	18	1	40	7	52	57	79	45	43	37	42	26	94	45	31	62	28	2	44	51	46	59	89	79	79	80	5	100	96	25	55	44	49	96	1	42	88	80	91	42	96	49	92	88	89	7	22	12	65	95	8	34	21	17	7	4	53	62	21	19	37	82	76	97	87	56	14	14	70	28	65	50	59	100	96	96	96	60	22
33	46	63	34	90	6	47	69	56	13	89	27	91	79	40	25	86	82	17	41	87	43	35	22	13	16	50	33	49	68	99	7	69	14	6	17	91	77	33	56	65	59	67	14	59	35	92	55	68	47	24	95	73	59	35	72	56	61	35	90	80	79	81	79	75	44	96	68	54	79	2	4	79	7	100	62	53	42	61	15	14	96	23	19	64	84	8	93	16	29	5	96	75	16	85	41	22	43	90	82
68	47	98	53	44	26	4	82	89	63	8	95	49	4	52	2	13	99	90	78	10	82	14	12	2	85	86	20	45	61	47	3	43	16	16	99	67	51	96	58	42	9	74	65	4	4	100	90	29	40	44	53	32	96	59	48	98	34	90	32	37	6	49	67	58	40	5	89	81	84	73	68	16	5	5	92	29	65	17	8	32	7	35	16	43	72	60	95	77	73	36	17	5	48	23	62	10	77	96	20
42	73	85	81	95	42	43	80	75	10	77	40	23	25	99	4	8	65	42	76	67	51	20	100	95	92	97	39	43	47	37	61	86	88	84	35	41	7	33	81	16	20	16	13	7	65	24	36	30	95	67	51	10	82	4	71	90	44	5	49	63	46	2	60	96	76	87	22	58	24	95	1	20	40	49	86	3	68	67	32	49	12	11	90	33	50	39	13	98	65	47	11	76	69	15	49	78	6	99	46
95	5	52	76	41	56	24	74	32	22	80	96	6	72	21	92	35	83	67	5	5	94	44	8	17	78	78	62	18	47	87	57	20	9	60	58	24	93	99	24	47	56	69	2	71	86	85	99	67	3	69	7	25	95	32	52	17	100	53	56	1	54	27	70	38	82	83	22	91	91	3	26	21	23	89	64	3	93	56	87	95	84	1	77	95	95	71	3	68	10	71	91	34	95	92	83	55	40	49	18
14	20	62	50	69	98	10	63	37	25	79	48	100	77	97	26	66	9	2	25	44	37	73	56	37	67	92	49	68	22	27	93	38	86	5	93	73	35	35	89	71	81	17	47	26	45	18	3	80	87	18	38	73	56	55	17	24	57	76	25	10	2	100	37	31	58	6	5	40	57	71	13	74	46	91	53	20	20	29	64	77	34	65	17	11	26	100	60	44	70	80	4	83	23	74	6	37	10	56	82
9	21	77	49	31	88	29	84	87	42	58	88	88	16	94	21	11	91	42	67	82	28	19	21	49	56	36	3	11	39	77	30	93	9	81	75	55	15	76	1	75	1	52	71	94	60	92	88	93	76	90	53	37	12	78	21	63	36	100	55	78	66	1	68	3	58	16	32	71	30	83	82	56	11	14	40	15	53	68	79	61	33	100	78	66	76	45	10	83	7	52	73	36	21	97	33	51	1	72	37
36	10	52	26	64	63	41	36	13	38	64	100	47	33	75	77	11	77	4	78	99	26	42	87	16	47	65	35	82	99	86	7	76	8	94	47	44	91	87	38	86	33	70	56	36	65	96	97	59	67	27	10	13	65	70	66	46	58	61	47	20	52	34	51	28	3	53	83	40	10	100	72	95	39	96	68	45	91	3	91	3	1	71	49	66	25	89	45	83	42	51	99	24	19	41	8	66	26	68	11
28	4	3	19	95	27	2	88	28	93	3	52	84	24	21	20	98	62	77	28	69	9	99	77	11	67	58	68	14	61	67	40	78	4	67	52	88	15	22	66	41	19	82	39	48	82	22	59	86	11	65	16	43	50	41	28	19	99	30	33	55	9	99	7	65	13	13	77	7	49	13	97	2	97	35	56	22	77	37	96	26	18	98	70	15	87	23	81	90	5	62	97	8	58	32	72	19	31	96	62
74	99	47	23	22	50	33	20	94	7	24	92	93	58	6	81	73	95	8	66	57	44	8	100	13	26	79	19	67	18	35	72	64	14	93	31	61	41	24	100	5	65	91	41	67	38	79	44	47	32	70	55	22	73	43	96	46	2	40	99	81	22	68	14	28	74	19	18	10	97	96	27	50	2	71	76	35	87	99	93	11	26	16	31	51	19	38	13	51	4	63	79	7	10	40	24	45	5	61	55
47	60	56	90	20	53	82	58	94	40	37	72	67	100	3	2	98	25	53	33	30	2	60	43	28	52	27	78	72	1	14	11	83	94	56	3	66	64	22	40	69	11	53	18	63	74	49	84	25	65	10	54	48	25	21	99	89	22	90	92	96	28	56	59	15	22	57	20	81	73	56	93	80	68	22	54	1	10	92	5	94	92	95	70	64	2	3	13	41	55	49	97	93	42	66	1	88	55	66	96
64	35	49	19	20	92	33	76	53	20	9	7	29	40	51	66	51	1	63	90	64	60	82	56	41	37	43	50	95	31	32	55	44	43	44	91	76	23	50	48	10	2	59	20	58	27	60	74	100	6	52	6	64	87	78	50	17	83	12	21	66	36	57	39	37	19	52	9	34	74	21	58	16	39	45	93	45	42	96	71	76	8	88	14	83	46	63	95	88	61	7	3	54	48	21	39	59	29	27	97
75	58	89	96	2	61	27	30	9	41	24	86	94	78	71	87	44	29	91	47	100	25	37	51	43	44	98	99	39	58	48	29	64	12	56	44	59	63	85	81	87	96	49	7	91	96	11	61	69	6	21	90	84	20	69	40	59	12	51	9	80	62	35	32	7	98	44	12	69	10	74	51	82	71	66	42	97	2	95	72	74	55	40	31	49	4	46	88	93	17	70	58	6	87	40	48	91	58	50	80
89	47	4	64	96	90	45	81	57	67	30	12	53	25	78	2	75	34	50	65	99	89	69	80	33	3	33	8	43	31	66	21	41	57	19	76	81	73	66	18	49	40	78	56	33	77	35	92	64	71	58	90	60	9	7	31	17	71	59	2	42	60	15	97	9	42	53	17	7	80	70	12	58	69	44	36	87	21	20	94	29	60	96	92	87	3	34	65	73	18	5	88	24	33	63	90	67	45	19	100
36	33	11	98	43	43	91	43	52	43	31	68	53	43	2	75	97	21	70	13	2	5	41	59	26	83	19	99	23	97	8	79	34	47	50	75	15	31	100	78	58	58	98	14	19	87	85	47	79	53	87	66	65	9	57	38	4	33	22	66	93	87	50	23	91	37	44	16	85	18	91	85	11	34	42	99	30	13	93	1	46	8	89	7	31	20	17	28	94	69	66	69	7	39	81	16	3	95	15	54
42	88	26	82	33	69	28	52	44	6	2	31	45	9	85	45	63	14	89	35	89	19	5	54	25	12	66	88	52	44	47	16	38	7	55	25	16	40	45	53	72	27	38	99	57	52	52	95	85	79	13	43	12	97	21	50	72	14	33	14	39	66	95	56	45	94	13	70	89	23	73	66	99	65	21	51	62	1	14	92	67	27	56	9	24	43	20	26	56	84	49	100	36	80	53	55	35	83	51	25
14	11	55	82	69	45	42	71	84	82	21	3	52	81	77	94	10	98	28	27	42	64	58	80	8	13	73	85	62	84	41	81	40	20	84	23	31	34	45	14	26	87	72	85	82	90	44	33	63	40	41	32	2	61	84	1	63	79	89	48	93	27	50	20	74	32	63	65	84	12	85	35	27	97	44	52	67	85	32	66	80	76	73	100	74	16	13	37	7	59	43	53	98	80	50	65	23	73	32	74
64	37	8	1	49	45	64	42	34	29	53	76	46	60	26	74	13	83	12	1	91	22	80	37	62	47	87	44	43	56	94	38	95	36	31	53	3	29	47	57	75	8	47	36	100	53	10	40	76	20	31	96	8	99	92	61	37	72	29	100	50	56	65	45	45	14	94	9	59	77	97	37	73	52	98	7	26	92	49	38	78	63	41	95	85	31	91	62	96	6	80	12	86	47	47	32	72	25	3	70
49	17	34	91	39	83	17	7	9	46	52	29	65	80	85	87	1	54	18	56	89	92	96	21	57	1	84	98	78	6	81	35	46	29	45	51	7	4	96	94	62	67	93	14	9	12	17	38	57	44	26	30	14	15	75	22	7	52	1	45	3	56	92	57	32	97	15	58	92	23	21	65	87	42	1	92	76	61	94	29	94	11	6	59	79	96	58	29	14	96	36	20	71	88	50	6	28	33	29	72
96	29	100	30	77	100	51	22	48	33	71	86	92	60	99	69	85	39	47	33	99	7	6	67	31	52	64	32	42	56	77	17	81	25	39	10	52	34	30	57	67	48	50	31	98	5	84	23	23	75	99	78	27	55	62	1	30	61	10	92	3	51	50	30	65	79	92	41	75	2	84	73	33	62	64	87	98	46	62	61	4	74	61	69	13	13	20	32	70	61	44	16	68	97	21	30	90	94	37	15
88	76	86	87	6	5	94	4	59	39	50	45	5	26	18	47	93	91	7	10	25	22	33	52	32	50	59	89	81	91	88	16	88	15	79	99	22	36	78	81	50	34	79	13	86	45	36	36	95	10	23	86	25	68	17	62	39	89	7	5	70	60	2	6	7	40	48	66	60	14	42	73	38	50	19	99	23	75	54	52	19	57	14	67	57	12	89	47	73	94	34	30	87	9	45	46	21	73	54	89
52	65	31	35	31	1	41	22	59	72	18	46	14	91	59	50	42	74	74	96	61	62	84	83	45	25	71	34	89	11	23	68	28	9	8	12	66	76	79	17	59	31	19	12	23	72	26	65	66	36	50	80	6	11	7	96	91	90	38	18	63	93	99	9	35	62	10	41	64	40	65	96	5	7	8	50	35	55	97	100	97	45	51	6	18	80	13	62	44	89	67	82	71	8	52	77	97	62	59	40
81	49	59	3	24	29	38	83	20	34	85	49	66	99	79	90	89	56	7	42	76	21	64	8	7	78	44	99	63	100	50	30	18	37	53	57	82	90	94	65	53	63	45	43	17	4	62	60	61	46	39	98	11	11	52	73	60	73	4	43	99	59	58	89	23	57	83	94	54	56	30	27	5	92	17	33	50	13	63	71	37	94	98	75	17	98	88	77	23	79	71	52	7	91	92	23	73	61	86	74
81	92	82	96	97	18	68	26	91	26	22	58	89	28	66	99	49	24	66	11	5	26	86	53	12	53	23	31	71	95	1	84	40	9	42	84	13	9	11	58	9	7	46	82	69	63	14	82	70	98	41	26	35	100	34	22	86	51	84	35	50	73	42	87	80	35	18	76	35	91	10	29	58	51	98	47	43	68	78	71	68	82	18	88	11	93	87	87	94	33	27	19	94	38	69	96	25	10	39	14
5	51	3	35	47	12	53	76	80	27	46	1	14	23	8	9	27	19	43	81	23	39	94	45	47	16	76	95	88	53	95	100	95	61	90	3	30	28	14	13	77	59	92	9	15	49	19	81	95	88	28	62	91	56	35	5	1	13	9	96	23	72	7	40	22	14	23	73	36	57	16	21	89	79	100	24	83	51	58	67	70	84	72	48	46	78	36	27	41	29	31	32	96	71	100	68	92	57	36	79
57	58	53	68	95	22	89	7	20	79	100	26	64	71	50	77	72	55	57	76	11	24	54	68	14	88	97	76	9	3	82	3	88	34	8	66	40	32	46	22	12	6	7	84	16	74	62	77	54	32	7	92	22	37	45	29	32	31	63	59	29	76	53	55	64	98	74	34	97	56	51	27	68	63	74	36	95	41	80	40	12	25	58	33	45	94	61	57	3	85	93	5	95	3	58	50	70	91	88	62
60	97	48	48	16	17	68	51	94	44	4	50	80	75	96	70	79	34	44	49	63	26	68	26	38	94	49	87	35	54	18	41	67	97	18	46	6	82	62	68	23	36	95	68	47	49	18	39	64	91	42	62	16	99	56	83	4	20	44	74	76	89	28	9	90	60	54	56	2	3	20	68	12	66	41	25	53	63	99	86	86	64	89	84	9	76	96	12	37	6	67	87	91	32	62	93	4	83	41	67
93	4	5	100	44	89	87	22	13	31	95	64	97	56	45	12	75	38	69	88	85	9	100	5	71	77	99	97	54	23	9	20	30	8	6	41	30	93	87	9	42	40	42	81	7	37	82	58	61	2	50	92	75	29	78	30	92	71	90	84	54	62	30	88	5	67	44	33	58	18	22	96	5	42	79	55	91	21	71	100	99	70	67	4	19	1	23	58	69	8	79	10	22	75	79	5	43	51	6	46
52	75	62	52	33	98	63	42	53	79	93	37	64	1	66	1	41	8	94	26	26	23	23	69	31	19	52	18	21	13	42	18	60	66	100	43	27	27	86	56	27	63	86	13	1	74	96	6	11	99	3	28	34	71	8	66	75	48	15	16	63	45	93	44	77	75	93	97	34	48	8	41	6	71	77	47	94	3	44	66	25	21	52	2	49	1	55	35	69	15	97	99	18	74	93	96	51	19	55	86
75	50	64	16	74	53	42	66	30	17	12	98	15	61	86	56	5	55	54	20	15	15	25	75	74	9	13	15	46	87	20	73	5	39	27	33	100	69	69	13	14	42	96	55	64	23	48	8	1	50	57	82	35	42	66	44	18	87	61	49	75	75	46	68	49	12	85	85	42	9	70	72	75	69	32	10	30	9	66	11	1	28	94	49	2	59	96	82	19	36	24	41	7	41	57	52	45	7	59	25
56	29	60	4	73	87	32	83	14	15	13	98	93	68	19	43	62	65	94	38	88	9	74	28	62	62	25	11	82	61	35	73	13	94	79	54	66	33	33	59	1	64	2	7	8	76	3	19	2	65	84	82	65	46	10	74	91	67	66	65	6	27	79	93	64	66	66	22	57	69	50	22	73	77	14	22	20	13	94	74	48	64	59	15	78	36	75	24	58	67	99	6	77	99	41	83	72	49	56	82
76	19	24	99	70	3	13	79	9	73	12	82	44	73	40	57	70	77	64	86	87	56	16	91	23	100	88	93	4	85	77	86	37	44	27	90	6	61	79	84	18	26	97	90	33	85	48	63	42	27	21	22	24	80	53	25	84	26	57	27	82	38	31	44	97	89	58	90	63	72	21	30	9	55	21	14	63	15	100	13	36	6	52	60	80	15	53	57	40	35	87	88	29	84	16	85	34	21	90	75
90	13	31	74	27	72	27	11	32	90	23	59	18	18	50	12	15	96	33	81	31	71	89	19	54	80	2	55	70	78	14	79	26	14	51	42	54	26	37	37	36	81	4	41	62	28	57	15	85	6	44	80	55	22	99	10	93	63	84	96	84	17	17	46	20	58	61	1	4	63	92	21	70	85	57	85	62	1	87	86	9	39	2	91	53	89	26	24	37	64	79	71	93	16	55	85	19	5	62	74
64	96	81	9	10	48	98	81	9	93	50	92	2	71	65	34	73	84	74	55	37	58	8	53	73	92	9	20	50	10	76	100	65	10	63	31	74	21	21	80	15	39	64	78	2	61	81	6	35	95	53	20	90	94	3	82	38	87	56	45	16	93	40	14	44	93	57	90	45	70	47	41	59	50	81	7	94	38	61	49	73	92	73	80	64	29	33	93	45	64	49	17	34	54	44	25	92	39	73	93
81	82	84	76	8	54	17	23	85	62	34	63	70	52	13	64	97	14	53	15	31	96	98	88	8	90	56	90	25	9	84	70	13	50	14	73	59	81	99	5	65	24	14	35	63	94	58	26	22	80	86	44	25	36	92	54	37	47	67	62	96	55	58	4	66	77	71	74	9	48	39	57	16	80	92	26	91	86	18	75	44	59	23	30	12	9	24	69	61	54	69	35	17	91	78	49	66	1	96	4
